,School,State,ACT_Score,SAT_Score,Retention_Rate,Ave_Earning,Graduation_Rate
936,Wilson College,PA,20.0,1054.0,0.7561,31612.0,0.3467
937,York College of Pennsylvania,PA,24.0,1132.0,0.7684,45864.0,0.4188
938,Brown University,RI,34.0,1492.0,0.9835,60341.0,0.8467
939,Providence College,RI,28.0,1294.0,0.9276,62565.0,0.8307
940,Rhode Island College,RI,18.0,994.0,0.7273,40888.0,0.2004
941,University of Rhode Island,RI,24.0,1160.0,0.8255,51827.0,0.4901
942,Rhode Island School of Design,RI,29.0,1319.0,0.9357,45592.0,0.6998
943,Anderson University,SC,23.0,1133.0,0.7938,34089.0,0.5509
944,Charleston Southern University,SC,23.0,1130.0,0.6699,34223.0,0.2873
945,Southern Wesleyan University,SC,21.0,1062.0,0.6802,34895.0,0.4138
946,College of Charleston,SC,25.0,1188.0,0.7933,40114.0,0.6171
947,Citadel Military College of South Carolina,SC,23.0,1129.0,0.8384,55124.0,0.6274
948,Claflin University,SC,19.0,984.0,0.7572,29867.0,0.3977
949,Clemson University,SC,30.0,1337.0,0.9334,51690.0,0.5931
950,Coker University,SC,20.0,1045.0,0.5097,30872.0,0.2781
951,Columbia International University,SC,20.0,1039.0,0.8621,30586.0,0.604
952,Converse University,SC,23.0,1129.0,0.6989,31585.0,0.4892
953,Erskine College,SC,21.0,1047.0,0.5393,37575.0,0.5547
954,Francis Marion University,SC,20.0,987.0,0.6701,32336.0,0.1771
955,Furman University,SC,30.0,1353.0,0.8843,45496.0,0.7446
956,Lander University,SC,20.0,1029.0,0.6379,34095.0,0.2275
957,Limestone University,SC,21.0,1055.0,0.5232,35730.0,0.2239
958,Newberry College,SC,20.0,1036.0,0.6091,34078.0,0.2773
959,North Greenville University,SC,26.0,1174.0,0.7321,33295.0,0.4069
960,Presbyterian College,SC,22.0,1115.0,0.7645,39994.0,0.6095
961,University of South Carolina Aiken,SC,20.0,1041.0,0.6378,35715.0,0.2029
962,University of South Carolina Beaufort,SC,20.0,1026.0,0.6266,35435.0,0.1722
963,University of South Carolina-Columbia,SC,28.0,1287.0,0.8803,45626.0,0.6245
964,Coastal Carolina University,SC,22.0,1103.0,0.6892,34196.0,0.2773
965,South Carolina State University,SC,17.0,929.0,0.6381,29898.0,0.1586
966,University of South Carolina-Upstate,SC,20.0,1025.0,0.6488,37542.0,0.2948
967,Winthrop University,SC,23.0,1090.0,0.7498,35336.0,0.3891
968,Wofford College,SC,29.0,1298.0,0.8783,48020.0,0.7666
969,Augustana University,SD,26.0,1230.0,0.8497,44200.0,0.5333
970,Black Hills State University,SD,21.0,1084.0,0.6206,35477.0,0.1393
971,Dakota State University,SD,23.0,1145.0,0.6695,39766.0,0.2261
972,Dakota Wesleyan University,SD,22.0,1095.0,0.7079,42282.0,0.4717
973,Mount Marty University,SD,21.0,1073.0,0.7064,38894.0,0.4087
974,Northern State University,SD,22.0,1104.0,0.7472,36284.0,0.2667
975,Presentation College,SD,21.0,1050.0,0.6389,45205.0,0.2062
976,South Dakota School of Mines and Technology,SD,27.0,1268.0,0.7582,57561.0,0.1611
977,South Dakota State University,SD,23.0,1149.0,0.7591,43507.0,0.3641
978,University of Sioux Falls,SD,23.0,1135.0,0.7283,42369.0,0.2932
979,University of South Dakota,SD,23.0,1135.0,0.7738,40830.0,0.4011
980,Austin Peay State University,TN,22.0,1105.0,0.6743,34105.0,0.2298
981,Baptist Health Sciences University,TN,22.0,1105.0,0.8125,56049.0,0.2879
982,Belmont University,TN,27.0,1250.0,0.8242,42954.0,0.6209
983,Bethel University,TN,21.0,1051.0,0.5695,36794.0,0.138
984,Bryan College-Dayton,TN,24.0,1163.0,0.6687,40819.0,0.4154
985,Carson-Newman University,TN,23.0,1137.0,0.6294,36708.0,0.4018
986,Christian Brothers University,TN,23.0,1155.0,0.7943,40236.0,0.3386
987,Cumberland University,TN,21.0,1082.0,0.6316,45915.0,0.2642
988,Lipscomb University,TN,26.0,1225.0,0.8141,41745.0,0.5411
989,East Tennessee State University,TN,24.0,1167.0,0.7309,33204.0,0.2337
990,Fisk University,TN,20.0,1029.0,0.8106,30884.0,0.3736
991,Freed-Hardeman University,TN,25.0,1201.0,0.8211,35432.0,0.5016
992,Hiwassee College,TN,20.0,1036.0,0.8462,28865.0,0.2143
993,Johnson University,TN,23.0,1138.0,0.6871,29794.0,0.4857
994,King University,TN,22.0,1094.0,0.6599,45227.0,0.3363
995,Le Moyne-Owen College,TN,16.0,885.0,0.6205,24103.0,0.0229
996,Lee University,TN,25.0,1176.0,0.7978,32702.0,0.4019
997,Lincoln Memorial University,TN,22.0,1116.0,0.7463,39368.0,0.5477
998,The University of Tennessee Southern,TN,21.0,1084.0,0.5165,31977.0,0.2589
999,Maryville College,TN,25.0,1189.0,0.6844,36430.0,0.4537
1000,University of Memphis,TN,23.0,1133.0,0.7611,36243.0,0.222
1001,Middle Tennessee State University,TN,23.0,1149.0,0.7581,36660.0,0.2143
1002,Rhodes College,TN,30.0,1352.0,0.9023,50078.0,0.8156
1003,Tennessee Wesleyan University,TN,22.0,1118.0,0.6847,37056.0,0.2523
1004,The University of Tennessee-Chattanooga,TN,24.0,1185.0,0.7257,37613.0,0.2638
1005,The University of Tennessee-Knoxville,TN,28.0,1303.0,0.8677,44048.0,0.4856
1006,The University of Tennessee-Martin,TN,24.0,1170.0,0.7373,33399.0,0.2711
1007,Tennessee Technological University,TN,24.0,1189.0,0.7497,37658.0,0.2926
1008,Trevecca Nazarene University,TN,22.0,1121.0,0.7658,40702.0,0.4267
1009,Tusculum University,TN,21.0,1071.0,0.5389,34911.0,0.1726
1010,Union University,TN,27.0,1259.0,0.8843,41818.0,0.6524
1011,Vanderbilt University,TN,34.0,1514.0,0.9688,65261.0,0.8926
1012,Abilene Christian University,TX,24.0,1162.0,0.7691,41565.0,0.5331
1013,Angelo State University,TX,20.0,1033.0,0.6684,36686.0,0.2057
1014,Austin College,TX,25.0,1221.0,0.8163,43834.0,0.6558
1015,Baylor University,TX,29.0,1307.0,0.8884,50196.0,0.6275
1016,Concordia University Texas,TX,21.0,1065.0,0.5876,46496.0,0.2746
1017,Texas A & M University-Corpus Christi,TX,21.0,1068.0,0.5753,39367.0,0.1674
1018,Dallas Baptist University,TX,22.0,1145.0,0.7747,43326.0,0.4179
1019,Dallas Christian College,TX,20.0,1012.0,0.5,34942.0,0.1277
1020,University of Dallas,TX,26.0,1238.0,0.7947,41213.0,0.6097
1021,East Texas Baptist University,TX,21.0,1051.0,0.6348,37416.0,0.2571
1022,Texas A&M University-Texarkana,TX,21.0,1074.0,0.5678,35062.0,0.1608
1023,Texas A & M University-Commerce,TX,20.0,1050.0,0.6569,38939.0,0.2448
1024,Hardin-Simmons University,TX,21.0,1085.0,0.6762,40954.0,0.3588
1025,Houston Baptist University,TX,23.0,1120.0,0.6882,42643.0,0.2802
1026,University of Houston-Downtown,TX,19.0,1012.0,0.7146,42710.0,0.0389
1027,University of Houston,TX,25.0,1220.0,0.8487,48742.0,0.2961
1028,Howard Payne University,TX,21.0,1041.0,0.4919,37439.0,0.2784
1029,Huston-Tillotson University,TX,16.0,897.0,0.6393,31121.0,0.1553
1030,University of the Incarnate Word,TX,20.0,1044.0,0.7388,41558.0,0.2586
1031,Lamar University,TX,21.0,1043.0,0.6372,37517.0,0.0943
1032,Texas A & M International University,TX,19.0,1010.0,0.7706,35475.0,0.2304
1033,LeTourneau University,TX,25.0,1205.0,0.7847,48534.0,0.47
1034,Lubbock Christian University,TX,22.0,1094.0,0.6926,39545.0,0.3248
1035,University of Mary Hardin-Baylor,TX,23.0,1123.0,0.7297,44009.0,0.3131
1036,McMurry University,TX,21.0,1057.0,0.6179,37770.0,0.2574
1037,Midwestern State University,TX,20.0,1033.0,0.6462,42741.0,0.2016
1038,University of North Texas,TX,24.0,1163.0,0.7819,43194.0,0.2983
1039,Our Lady of the Lake University,TX,19.0,1002.0,0.6825,37750.0,0.207
1040,The University of Texas Rio Grande Valley,TX,20.0,1035.0,0.7646,35955.0,0.2127
1041,Paul Quinn College,TX,15.0,836.0,0.6762,25131.0,0.098
1042,Prairie View A & M University,TX,19.0,980.0,0.7357,33473.0,0.1157
1043,Rice University,TX,34.0,1513.0,0.9741,63654.0,0.8554
1044,Saint Edward's University,TX,25.0,1185.0,0.7873,44592.0,0.5045
1045,University of St Thomas,TX,24.0,1159.0,0.8241,49585.0,0.3358
1046,Sam Houston State University,TX,21.0,1075.0,0.7572,42076.0,0.2991
1047,Schreiner University,TX,21.0,1051.0,0.61,38442.0,0.3676
1048,St. Mary's University,TX,24.0,1162.0,0.7543,40673.0,0.4401
1049,Southern Methodist University,TX,31.0,1395.0,0.9057,60398.0,0.6765
1050,Southwestern Assemblies of God University,TX,20.0,1045.0,0.6968,34652.0,0.2936
1051,Southwestern University,TX,26.0,1238.0,0.8094,43899.0,0.6713
1052,Stephen F Austin State University,TX,21.0,1085.0,0.7052,38895.0,0.3021
1053,Texas State University,TX,23.0,1109.0,0.7714,43773.0,0.2859
1054,Southwestern Adventist University,TX,20.0,1020.0,0.6406,39054.0,0.3644
1055,Tarleton State University,TX,21.0,1056.0,0.6954,41650.0,0.279
1056,Texas A & M University-Kingsville,TX,20.0,1035.0,0.6679,39943.0,0.2026
1057,Texas A & M University-College Station,TX,28.0,1291.0,0.9203,54342.0,0.5516
1058,The University of Texas at Arlington,TX,23.0,1157.0,0.7356,49852.0,0.2302
1059,The University of Texas at Austin,TX,30.0,1367.0,0.9495,54287.0,0.6089
1060,The University of Texas at Dallas,TX,29.0,1330.0,0.8849,52187.0,0.5447
1061,The University of Texas at El Paso,TX,20.0,1035.0,0.7296,35797.0,0.1493
1062,The University of Texas at Tyler,TX,24.0,1184.0,0.6154,42705.0,0.2628
1063,Texas Christian University,TX,28.0,1287.0,0.9153,54181.0,0.6923
1064,Texas Lutheran University,TX,22.0,1086.0,0.7139,42438.0,0.3915
1065,The University of Texas Permian Basin,TX,20.0,1046.0,0.6783,46676.0,0.2342
1066,The University of Texas at San Antonio,TX,23.0,1131.0,0.7341,42200.0,0.1764
1067,Texas Southern University,TX,17.0,920.0,0.5402,30663.0,0.0698
1068,Texas Tech University,TX,25.0,1175.0,0.8496,47287.0,0.3388
1069,Texas Wesleyan University,TX,22.0,1047.0,0.5065,40009.0,0.2518
1070,Texas Woman's University,TX,20.0,1059.0,0.7254,43233.0,0.22
1071,Trinity University,TX,30.0,1355.0,0.9065,54189.0,0.6454
1072,Wayland Baptist University,TX,19.0,1003.0,0.4871,42281.0,0.1067
1073,West Texas A & M University,TX,22.0,1090.0,0.671,39811.0,0.2752
1074,Brigham Young University,UT,29.0,1324.0,0.8801,49424.0,0.218
1075,Brigham Young University-Hawaii,HI,24.0,1169.0,0.6344,38880.0,0.2422
